,farm_pig_no,gyobae_dt,one_now_kg,two_now_kg,three_now_kg,four_now_kg,five_now_kg,day_now_kg,B_now_kg,next_jae,next_chongsan,next_silsan,next_eudusu
509,530,2018-03-12,2,7,7,0,0,16.0,1170.0,5.0,8,7,6
539,530,2018-03-12,10,10,10,0,0,30.0,1170.0,5.0,8,7,6
569,530,2018-03-12,0,0,0,0,0,0.0,1170.0,5.0,8,7,6
585,530,2018-03-12,2,13,17,0,0,32.0,1170.0,5.0,8,7,6
601,530,2018-03-12,9,12,15,15,0,51.0,1170.0,5.0,8,7,6
619,530,2018-03-12,9,12,15,15,2,53.0,1170.0,5.0,8,7,6
637,530,2018-03-12,8,15,18,10,11,62.0,1170.0,5.0,8,7,6
655,530,2018-03-12,11,14,18,18,11,72.0,1170.0,5.0,8,7,6
673,530,2018-03-12,12,16,20,20,12,80.0,1170.0,5.0,8,7,6
700,530,2018-03-12,10,2,20,20,12,64.0,1170.0,5.0,8,7,6
727,530,2018-03-12,13,18,22,12,13,78.0,1170.0,5.0,8,7,6
754,530,2018-03-12,13,18,18,10,13,72.0,1170.0,5.0,8,7,6
781,530,2018-03-12,13,18,22,18,13,84.0,1170.0,5.0,8,7,6
808,530,2018-03-12,2,18,12,22,13,67.0,1170.0,5.0,8,7,6
835,530,2018-03-12,13,18,16,22,13,82.0,1170.0,5.0,8,7,6
862,530,2018-03-12,6,4,2,22,13,47.0,1170.0,5.0,8,7,6
889,530,2018-03-12,13,18,22,22,13,88.0,1170.0,5.0,8,7,6
916,530,2018-03-12,13,18,2,2,2,37.0,1170.0,5.0,8,7,6
943,530,2018-03-12,2,18,8,8,2,38.0,1170.0,5.0,8,7,6
970,530,2018-03-12,13,18,2,10,2,45.0,1170.0,5.0,8,7,6
997,530,2018-03-12,12,18,2,2,2,36.0,1170.0,5.0,8,7,6
1024,530,2018-03-12,2,18,2,2,2,26.0,1170.0,5.0,8,7,6
1051,530,2018-03-12,2,2,2,2,2,10.0,1170.0,5.0,8,7,6
494,531,2018-03-13,0,0,0,0,0,0.0,885.0,5.0,9,8,7
524,531,2018-03-13,0,0,0,0,0,0.0,885.0,5.0,9,8,7
554,531,2018-03-13,0,0,0,0,0,0.0,885.0,5.0,9,8,7
570,531,2018-03-13,0,0,14,14,8,36.0,885.0,5.0,9,8,7
586,531,2018-03-13,8,11,14,2,0,35.0,885.0,5.0,9,8,7
602,531,2018-03-13,8,11,2,14,9,44.0,885.0,5.0,9,8,7
620,531,2018-03-13,6,4,14,14,9,47.0,885.0,5.0,9,8,7
638,531,2018-03-13,9,10,16,16,4,55.0,885.0,5.0,9,8,7
656,531,2018-03-13,9,13,16,4,2,44.0,885.0,5.0,9,8,7
683,531,2018-03-13,10,14,2,17,10,53.0,885.0,5.0,9,8,7
710,531,2018-03-13,10,4,17,4,2,37.0,885.0,5.0,9,8,7
737,531,2018-03-13,4,14,17,6,10,51.0,885.0,5.0,9,8,7
764,531,2018-03-13,10,2,17,16,8,53.0,885.0,5.0,9,8,7
791,531,2018-03-13,10,2,17,17,10,56.0,885.0,5.0,9,8,7
818,531,2018-03-13,10,2,12,17,10,51.0,885.0,5.0,9,8,7
845,531,2018-03-13,2,8,2,17,10,39.0,885.0,5.0,9,8,7
872,531,2018-03-13,6,14,17,17,10,64.0,885.0,5.0,9,8,7
899,531,2018-03-13,4,14,17,16,10,61.0,885.0,5.0,9,8,7
926,531,2018-03-13,10,6,10,17,10,53.0,885.0,5.0,9,8,7
953,531,2018-03-13,2,6,8,2,4,22.0,885.0,5.0,9,8,7
980,531,2018-03-13,4,14,14,14,8,54.0,885.0,5.0,9,8,7
1007,531,2018-03-13,2,12,2,2,2,20.0,885.0,5.0,9,8,7
1034,531,2018-03-13,2,2,2,2,2,10.0,885.0,5.0,9,8,7
2518,2960,2018-06-05,2,2,2,0,0,6.0,891.0,5.0,11,7,0
2552,2960,2018-06-05,17,17,14,0,0,48.0,891.0,5.0,11,7,0
2586,2960,2018-06-05,2,2,2,2,9,17.0,891.0,5.0,11,7,0
2620,2960,2018-06-05,9,12,15,15,9,60.0,891.0,5.0,11,7,0
2654,2960,2018-06-05,2,14,17,2,2,37.0,891.0,5.0,11,7,0
2688,2960,2018-06-05,2,14,2,17,10,45.0,891.0,5.0,11,7,0
2722,2960,2018-06-05,2,2,20,2,2,28.0,891.0,5.0,11,7,0
2756,2960,2018-06-05,2,16,2,2,2,24.0,891.0,5.0,11,7,0
2790,2960,2018-06-05,2,18,18,16,2,56.0,891.0,5.0,11,7,0
2824,2960,2018-06-05,2,2,20,2,14,40.0,891.0,5.0,11,7,0
2858,2960,2018-06-05,0,0,0,0,0,0.0,891.0,5.0,11,7,0
2891,2960,2018-06-05,2,20,25,2,2,51.0,891.0,5.0,11,7,0
2924,2960,2018-06-05,15,2,24,4,15,60.0,891.0,5.0,11,7,0
2957,2960,2018-06-05,10,2,18,2,15,47.0,891.0,5.0,11,7,0
2990,2960,2018-06-05,15,18,25,6,2,66.0,891.0,5.0,11,7,0
3023,2960,2018-06-05,15,2,25,22,2,66.0,891.0,5.0,11,7,0
3056,2960,2018-06-05,2,20,2,25,15,64.0,891.0,5.0,11,7,0
3089,2960,2018-06-05,2,16,25,8,2,53.0,891.0,5.0,11,7,0
3122,2960,2018-06-05,15,2,25,8,2,52.0,891.0,5.0,11,7,0
3155,2960,2018-06-05,15,20,18,16,2,71.0,891.0,5.0,11,7,0
5,37-76,2018-02-20,10,10,10,0,0,30.0,1010.0,47.0,16,15,5
34,37-76,2018-02-20,13,13,13,0,0,39.0,1010.0,47.0,16,15,5
63,37-76,2018-02-20,17,8,17,0,0,42.0,1010.0,47.0,16,15,5
92,37-76,2018-02-20,9,12,4,15,9,49.0,1010.0,47.0,16,15,5
121,37-76,2018-02-20,9,12,14,15,9,59.0,1010.0,47.0,16,15,5
150,37-76,2018-02-20,10,14,2,4,10,40.0,1010.0,47.0,16,15,5
179,37-76,2018-02-20,10,14,0,0,0,24.0,1010.0,47.0,16,15,5
208,37-76,2018-02-20,2,14,17,8,10,51.0,1010.0,47.0,16,15,5
225,37-76,2018-02-20,10,16,20,18,10,74.0,1010.0,47.0,16,15,5
242,37-76,2018-02-20,2,16,2,20,10,50.0,1010.0,47.0,16,15,5
272,37-76,2018-02-20,10,2,20,20,10,62.0,1010.0,47.0,16,15,5
303,37-76,2018-02-20,10,16,20,16,10,72.0,1010.0,47.0,16,15,5
334,37-76,2018-02-20,10,16,2,20,10,58.0,1010.0,47.0,16,15,5
365,37-76,2018-02-20,10,16,2,20,10,58.0,1010.0,47.0,16,15,5
395,37-76,2018-02-20,10,2,2,20,10,44.0,1010.0,47.0,16,15,5
425,37-76,2018-02-20,10,16,20,18,10,74.0,1010.0,47.0,16,15,5
455,37-76,2018-02-20,2,16,20,20,10,68.0,1010.0,47.0,16,15,5
485,37-76,2018-02-20,10,16,20,12,10,68.0,1010.0,47.0,16,15,5
515,37-76,2018-02-20,10,10,20,4,4,48.0,1010.0,47.0,16,15,5
545,37-76,2018-02-20,0,0,0,0,0,0.0,1010.0,47.0,16,15,5
28,40-34,2018-01-30,18,24,30,8,2,82.0,232.0,4.0,12,10,6
57,40-34,2018-01-30,18,24,20,10,2,74.0,232.0,4.0,12,10,6
86,40-34,2018-01-30,2,8,2,2,2,16.0,232.0,4.0,12,10,6
115,40-34,2018-01-30,2,10,2,2,2,18.0,232.0,4.0,12,10,6
144,40-34,2018-01-30,2,2,2,2,2,10.0,232.0,4.0,12,10,6
173,40-34,2018-01-30,2,4,2,18,2,28.0,232.0,4.0,12,10,6
202,40-34,2018-01-30,2,2,0,0,0,4.0,232.0,4.0,12,10,6
22,57-45,2018-01-30,13,18,22,22,13,88.0,447.0,5.0,5,5,9
51,57-45,2018-01-30,13,18,16,22,13,82.0,447.0,5.0,5,5,9
80,57-45,2018-01-30,13,18,20,8,13,72.0,447.0,5.0,5,5,9
109,57-45,2018-01-30,13,12,18,10,6,59.0,447.0,5.0,5,5,9
138,57-45,2018-01-30,13,8,8,14,13,56.0,447.0,5.0,5,5,9
167,57-45,2018-01-30,13,10,18,12,13,66.0,447.0,5.0,5,5,9
196,57-45,2018-01-30,8,16,0,0,0,24.0,447.0,5.0,5,5,9
21,57-48,2018-01-30,15,20,25,25,15,100.0,367.0,4.0,8,8,6
50,57-48,2018-01-30,15,20,10,10,15,70.0,367.0,4.0,8,8,6
79,57-48,2018-01-30,12,6,8,10,14,50.0,367.0,4.0,8,8,6
108,57-48,2018-01-30,12,6,6,8,10,42.0,367.0,4.0,8,8,6
137,57-48,2018-01-30,4,10,6,12,15,47.0,367.0,4.0,8,8,6
166,57-48,2018-01-30,12,8,8,4,8,40.0,367.0,4.0,8,8,6
195,57-48,2018-01-30,4,14,0,0,0,18.0,367.0,4.0,8,8,6
1419,58-11,2018-04-24,0,20,15,0,0,35.0,1146.0,4.0,5,5,7
1446,58-11,2018-04-24,0,16,15,0,0,31.0,1146.0,4.0,5,5,7
1473,58-11,2018-04-24,0,24,18,0,0,42.0,1146.0,4.0,5,5,7
1500,58-11,2018-04-24,0,24,18,0,0,42.0,1146.0,4.0,5,5,7
1527,58-11,2018-04-24,0,28,21,0,0,49.0,1146.0,4.0,5,5,7
1554,58-11,2018-04-24,0,28,10,0,0,38.0,1146.0,4.0,5,5,7
1581,58-11,2018-04-24,0,32,24,0,0,56.0,1146.0,4.0,5,5,7
1608,58-11,2018-04-24,0,32,20,0,0,52.0,1146.0,4.0,5,5,7
1635,58-11,2018-04-24,0,24,10,0,0,34.0,1146.0,4.0,5,5,7
1662,58-11,2018-04-24,0,34,27,0,0,61.0,1146.0,4.0,5,5,7
1689,58-11,2018-04-24,0,40,28,0,0,68.0,1146.0,4.0,5,5,7
1716,58-11,2018-04-24,0,38,30,0,0,68.0,1146.0,4.0,5,5,7
1748,58-11,2018-04-24,0,36,28,0,0,64.0,1146.0,4.0,5,5,7
1780,58-11,2018-04-24,0,36,30,0,0,66.0,1146.0,4.0,5,5,7
1812,58-11,2018-04-24,0,38,24,0,0,62.0,1146.0,4.0,5,5,7
1844,58-11,2018-04-24,0,38,24,0,0,62.0,1146.0,4.0,5,5,7
1876,58-11,2018-04-24,0,22,2,0,0,24.0,1146.0,4.0,5,5,7
1908,58-11,2018-04-24,0,4,8,0,0,12.0,1146.0,4.0,5,5,7
1940,58-11,2018-04-24,0,40,30,0,0,70.0,1146.0,4.0,5,5,7
1972,58-11,2018-04-24,0,40,30,0,0,70.0,1146.0,4.0,5,5,7
2004,58-11,2018-04-24,0,40,30,0,0,70.0,1146.0,4.0,5,5,7
2036,58-11,2018-04-24,0,40,30,0,0,70.0,1146.0,4.0,5,5,7
6,13-03,2018-02-19,17,17,16,0,0,50.0,1245.0,4.0,12,12,9
35,13-03,2018-02-19,9,12,15,15,9,60.0,1245.0,4.0,12,12,9
64,13-03,2018-02-19,9,12,15,15,9,60.0,1245.0,4.0,12,12,9
93,13-03,2018-02-19,10,14,2,17,10,53.0,1245.0,4.0,12,12,9
122,13-03,2018-02-19,10,14,17,17,10,68.0,1245.0,4.0,12,12,9
151,13-03,2018-02-19,12,16,2,16,12,58.0,1245.0,4.0,12,12,9
180,13-03,2018-02-19,12,16,0,0,0,28.0,1245.0,4.0,12,12,9
209,13-03,2018-02-19,12,6,20,20,12,70.0,1245.0,4.0,12,12,9
226,13-03,2018-02-19,12,16,2,20,12,62.0,1245.0,4.0,12,12,9
243,13-03,2018-02-19,4,16,20,14,12,66.0,1245.0,4.0,12,12,9
273,13-03,2018-02-19,12,12,20,20,12,76.0,1245.0,4.0,12,12,9
304,13-03,2018-02-19,12,16,20,20,12,80.0,1245.0,4.0,12,12,9
335,13-03,2018-02-19,12,16,20,10,12,70.0,1245.0,4.0,12,12,9
366,13-03,2018-02-19,12,16,20,14,12,74.0,1245.0,4.0,12,12,9
396,13-03,2018-02-19,12,16,20,12,12,72.0,1245.0,4.0,12,12,9
426,13-03,2018-02-19,12,16,20,20,12,80.0,1245.0,4.0,12,12,9
456,13-03,2018-02-19,12,16,20,20,12,80.0,1245.0,4.0,12,12,9
486,13-03,2018-02-19,12,16,8,20,12,68.0,1245.0,4.0,12,12,9
516,13-03,2018-02-19,10,16,20,20,4,70.0,1245.0,4.0,12,12,9
546,13-03,2018-02-19,0,0,0,0,0,0.0,1245.0,4.0,12,12,9
3476,13-03,2018-07-16,0,2,6,0,0,8.0,1155.0,4.0,16,14,0
3504,13-03,2018-07-16,0,12,9,0,0,21.0,1155.0,4.0,16,14,0
3532,13-03,2018-07-16,0,16,12,0,0,28.0,1155.0,4.0,16,14,0
3560,13-03,2018-07-16,0,0,0,0,0,0.0,1155.0,4.0,16,14,0
3588,13-03,2018-07-16,15,20,15,0,0,50.0,1155.0,4.0,16,14,0
3600,13-03,2018-07-16,0,36,27,0,0,63.0,1155.0,4.0,16,14,0
3612,13-03,2018-07-16,0,26,27,0,0,53.0,1155.0,4.0,16,14,0
3624,13-03,2018-07-16,0,40,30,0,0,70.0,1155.0,4.0,16,14,0
3636,13-03,2018-07-16,0,40,30,0,0,70.0,1155.0,4.0,16,14,0
3658,13-03,2018-07-16,0,38,30,0,0,68.0,1155.0,4.0,16,14,0
3680,13-03,2018-07-16,0,40,30,0,0,70.0,1155.0,4.0,16,14,0
3702,13-03,2018-07-16,0,40,30,0,0,70.0,1155.0,4.0,16,14,0
3724,13-03,2018-07-16,0,40,30,0,0,70.0,1155.0,4.0,16,14,0
3746,13-03,2018-07-16,0,40,30,0,0,70.0,1155.0,4.0,16,14,0
3768,13-03,2018-07-16,0,40,30,0,0,70.0,1155.0,4.0,16,14,0
3790,13-03,2018-07-16,0,12,30,0,0,42.0,1155.0,4.0,16,14,0
3812,13-03,2018-07-16,0,40,30,0,0,70.0,1155.0,4.0,16,14,0
3834,13-03,2018-07-16,0,40,30,0,0,70.0,1155.0,4.0,16,14,0
3856,13-03,2018-07-16,0,40,2,0,0,42.0,1155.0,4.0,16,14,0
3878,13-03,2018-07-16,0,2,2,0,0,4.0,1155.0,4.0,16,14,0
3900,13-03,2018-07-16,0,2,2,0,0,4.0,1155.0,4.0,16,14,0
3922,13-03,2018-07-16,0,2,4,0,0,6.0,1155.0,4.0,16,14,0
3944,13-03,2018-07-16,0,34,2,0,0,36.0,1155.0,4.0,16,14,0
3966,13-03,2018-07-16,0,2,14,0,0,16.0,1155.0,4.0,16,14,0
3988,13-03,2018-07-16,0,4,8,0,0,12.0,1155.0,4.0,16,14,0
4010,13-03,2018-07-16,0,0,0,0,0,0.0,1155.0,4.0,16,14,0
4032,13-03,2018-07-16,2,40,30,0,0,72.0,1155.0,4.0,16,14,0
19,21-34,2018-01-30,15,20,25,25,15,100.0,606.0,5.0,15,12,10
48,21-34,2018-01-30,15,20,20,25,15,95.0,606.0,5.0,15,12,10
77,21-34,2018-01-30,15,20,25,24,15,99.0,606.0,5.0,15,12,10
106,21-34,2018-01-30,15,20,25,25,14,99.0,606.0,5.0,15,12,10
135,21-34,2018-01-30,15,20,25,22,15,97.0,606.0,5.0,15,12,10
164,21-34,2018-01-30,15,16,25,10,15,81.0,606.0,5.0,15,12,10
193,21-34,2018-01-30,15,20,0,0,0,35.0,606.0,5.0,15,12,10
3107,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3140,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3173,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3189,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3205,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3221,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3237,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3253,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3269,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3297,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3325,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3353,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3381,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3409,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3437,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3465,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3493,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3521,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3549,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
3577,21-34,2018-06-26,0,0,0,0,0,0.0,0.0,5.0,8,7,7
68,008-022,2018-02-21,2,2,17,0,0,21.0,1053.0,4.0,13,10,9
97,008-022,2018-02-21,9,12,15,15,9,60.0,1053.0,4.0,13,10,9
126,008-022,2018-02-21,9,12,15,15,9,60.0,1053.0,4.0,13,10,9
155,008-022,2018-02-21,10,14,2,17,10,53.0,1053.0,4.0,13,10,9
184,008-022,2018-02-21,10,14,0,0,0,24.0,1053.0,4.0,13,10,9
213,008-022,2018-02-21,10,14,4,17,10,55.0,1053.0,4.0,13,10,9
230,008-022,2018-02-21,10,16,20,20,10,76.0,1053.0,4.0,13,10,9
247,008-022,2018-02-21,10,16,20,2,10,58.0,1053.0,4.0,13,10,9
277,008-022,2018-02-21,10,16,20,20,10,76.0,1053.0,4.0,13,10,9
308,008-022,2018-02-21,10,16,20,20,10,76.0,1053.0,4.0,13,10,9
339,008-022,2018-02-21,10,16,4,20,2,52.0,1053.0,4.0,13,10,9
369,008-022,2018-02-21,10,16,20,18,10,74.0,1053.0,4.0,13,10,9
399,008-022,2018-02-21,10,16,20,20,10,76.0,1053.0,4.0,13,10,9
429,008-022,2018-02-21,10,16,20,20,10,76.0,1053.0,4.0,13,10,9
459,008-022,2018-02-21,10,16,20,20,10,76.0,1053.0,4.0,13,10,9
489,008-022,2018-02-21,10,12,20,20,4,66.0,1053.0,4.0,13,10,9
519,008-022,2018-02-21,10,14,20,20,10,74.0,1053.0,4.0,13,10,9
549,008-022,2018-02-21,0,0,0,0,0,0.0,1053.0,4.0,13,10,9
3478,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3506,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3534,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3562,008-022,2018-07-16,0,0,0,0,0,0.0,230.0,4.0,13,10,11
3590,008-022,2018-07-16,2,2,2,0,0,6.0,230.0,4.0,13,10,11
3602,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3614,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3626,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3638,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3660,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3682,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3704,008-022,2018-07-16,0,0,2,0,0,2.0,230.0,4.0,13,10,11
3726,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3748,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3770,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3792,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3814,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3836,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3858,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3880,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3902,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3924,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3946,008-022,2018-07-16,62,40,30,0,0,132.0,230.0,4.0,13,10,11
3968,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
3990,008-022,2018-07-16,0,2,2,0,0,4.0,230.0,4.0,13,10,11
4012,008-022,2018-07-16,0,0,0,0,0,0.0,230.0,4.0,13,10,11
4034,008-022,2018-07-16,2,2,2,0,0,6.0,230.0,4.0,13,10,11
2509,012-052,2018-06-05,0,0,0,0,0,0.0,1258.0,5.0,12,12,10
2543,012-052,2018-06-05,13,10,13,0,0,36.0,1258.0,5.0,12,12,10
2577,012-052,2018-06-05,17,17,17,0,0,51.0,1258.0,5.0,12,12,10
2611,012-052,2018-06-05,9,12,15,15,9,60.0,1258.0,5.0,12,12,10
2645,012-052,2018-06-05,9,12,15,15,9,60.0,1258.0,5.0,12,12,10
2679,012-052,2018-06-05,10,14,17,17,2,60.0,1258.0,5.0,12,12,10
2713,012-052,2018-06-05,10,14,17,10,10,61.0,1258.0,5.0,12,12,10
2747,012-052,2018-06-05,12,16,20,20,12,80.0,1258.0,5.0,12,12,10
2781,012-052,2018-06-05,12,16,20,20,12,80.0,1258.0,5.0,12,12,10
2815,012-052,2018-06-05,14,6,12,4,14,50.0,1258.0,5.0,12,12,10
2849,012-052,2018-06-05,0,0,0,0,0,0.0,1258.0,5.0,12,12,10
2882,012-052,2018-06-05,14,18,22,22,14,90.0,1258.0,5.0,12,12,10
2915,012-052,2018-06-05,13,18,8,2,13,54.0,1258.0,5.0,12,12,10
2948,012-052,2018-06-05,13,18,14,22,13,80.0,1258.0,5.0,12,12,10
2981,012-052,2018-06-05,13,18,22,20,13,86.0,1258.0,5.0,12,12,10
3014,012-052,2018-06-05,13,18,22,22,13,88.0,1258.0,5.0,12,12,10
3047,012-052,2018-06-05,13,18,22,22,13,88.0,1258.0,5.0,12,12,10
3080,012-052,2018-06-05,13,18,22,20,13,86.0,1258.0,5.0,12,12,10
3113,012-052,2018-06-05,13,18,22,14,4,71.0,1258.0,5.0,12,12,10
3146,012-052,2018-06-05,4,18,22,20,13,77.0,1258.0,5.0,12,12,10
5185,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5216,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5247,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5278,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5297,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5316,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5335,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5354,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5373,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5392,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5411,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5441,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5471,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5501,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5530,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5559,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5585,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5611,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5637,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5663,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5689,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5715,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
5741,012-052,2018-10-30,0,0,0,0,0,0.0,0.0,37.0,16,14,12
1856,011-086,2018-05-15,2,2,2,0,0,6.0,2171.0,4.0,18,13,10
1888,011-086,2018-05-15,3,3,3,0,0,9.0,2171.0,4.0,18,13,10
1920,011-086,2018-05-15,5,5,5,0,0,15.0,2171.0,4.0,18,13,10
1952,011-086,2018-05-15,7,7,7,0,0,21.0,2171.0,4.0,18,13,10
1984,011-086,2018-05-15,10,10,10,0,0,30.0,2171.0,4.0,18,13,10
2016,011-086,2018-05-15,13,13,13,0,0,39.0,2171.0,4.0,18,13,10
2047,011-086,2018-05-15,0,0,0,0,0,0.0,2171.0,4.0,18,13,10
2064,011-086,2018-05-15,9,12,15,15,9,60.0,2171.0,4.0,18,13,10
2081,011-086,2018-05-15,9,12,15,15,9,60.0,2171.0,4.0,18,13,10
2098,011-086,2018-05-15,10,14,17,17,10,68.0,2171.0,4.0,18,13,10
2115,011-086,2018-05-15,10,14,17,17,10,68.0,2171.0,4.0,18,13,10
2132,011-086,2018-05-15,0,0,2,20,12,34.0,2171.0,4.0,18,13,10
2149,011-086,2018-05-15,12,16,20,20,12,80.0,2171.0,4.0,18,13,10
2166,011-086,2018-05-15,14,18,22,22,14,90.0,2171.0,4.0,18,13,10
2183,011-086,2018-05-15,14,18,22,18,6,78.0,2171.0,4.0,18,13,10
2200,011-086,2018-05-15,12,20,25,25,15,97.0,2171.0,4.0,18,13,10
2234,011-086,2018-05-15,15,20,25,25,15,100.0,2171.0,4.0,18,13,10
2267,011-086,2018-05-15,15,20,25,25,15,100.0,2171.0,4.0,18,13,10
2300,011-086,2018-05-15,15,20,25,18,15,93.0,2171.0,4.0,18,13,10
2333,011-086,2018-05-15,0,0,4,25,15,44.0,2171.0,4.0,18,13,10
2366,011-086,2018-05-15,15,20,22,25,15,97.0,2171.0,4.0,18,13,10
2399,011-086,2018-05-15,15,20,25,24,15,99.0,2171.0,4.0,18,13,10
2432,011-086,2018-05-15,15,20,25,25,15,100.0,2171.0,4.0,18,13,10
2465,011-086,2018-05-15,15,20,25,25,15,100.0,2171.0,4.0,18,13,10
2498,011-086,2018-05-15,15,20,25,25,15,100.0,2171.0,4.0,18,13,10
2532,011-086,2018-05-15,15,14,25,25,15,94.0,2171.0,4.0,18,13,10
2566,011-086,2018-05-15,15,20,25,25,15,100.0,2171.0,4.0,18,13,10
2600,011-086,2018-05-15,15,20,25,25,15,100.0,2171.0,4.0,18,13,10
2634,011-086,2018-05-15,12,16,25,25,15,93.0,2171.0,4.0,18,13,10
2668,011-086,2018-05-15,15,6,2,8,15,46.0,2171.0,4.0,18,13,10
2702,011-086,2018-05-15,15,20,6,16,15,72.0,2171.0,4.0,18,13,10
2736,011-086,2018-05-15,12,20,10,2,14,58.0,2171.0,4.0,18,13,10
2770,011-086,2018-05-15,2,2,2,2,2,10.0,2171.0,4.0,18,13,10
2804,011-086,2018-05-15,2,2,2,2,2,10.0,2171.0,4.0,18,13,10
2838,011-086,2018-05-15,0,0,0,0,0,0.0,2171.0,4.0,18,13,10
4661,011-086,2018-10-08,2,2,2,0,0,6.0,350.0,5.0,20,16,11
4683,011-086,2018-10-08,2,2,2,0,0,6.0,350.0,5.0,20,16,11
4705,011-086,2018-10-08,2,2,2,0,0,6.0,350.0,5.0,20,16,11
4727,011-086,2018-10-08,2,6,2,0,0,10.0,350.0,5.0,20,16,11
4749,011-086,2018-10-08,4,2,4,0,0,10.0,350.0,5.0,20,16,11
4771,011-086,2018-10-08,2,8,2,0,0,12.0,350.0,5.0,20,16,11
